unique_id/0,unique_id/1,asin,product_name,product_type/0,product_type/1,helpful,rating,title,date,reviewer,reviewer_location,review_text
0785711295:fast-paced_book:theresa_w,43817,0785711295,The Pelican Brief: Books: John Grisham,books,books,,4.0,Fast-Paced Book,"November 10, 2006",Theresa W,"mi, usa","Having read most of Grisham's books, I've saved a few of his ""best"" for last.  While it wasn't a 5 star book like I'd hoped, it certainly was one of his better books with a lot of detail and of course the plot was an interesting one.

Having saw the movie years ago, I had a good idea of what the book was about:  Two Supreme Court Justices are killed, a law school student, along with many other people become curious and try to figure out ""who dun it""...only, she writes a brief and hits the nail on the head, and when the wrong people find out, she's on the run for her life!

I enjoyed the book mostly because it was fast-paced, and had a lot of detail.  So much detail and characters, I had a bit of a struggle to keep up!  Of course it was suspenseful and the characters, especially of Darby, the law school student and the reporter who starts to help her uncover the truth.  Good read"
"1559278099:insightful.:richard_lorenc_""http://www.richardlorenc.com""",49591,1559278099,Longitudes and Attitudes: Exploring the World After September 11: Books: Thomas L. Friedman,books,books,5 of 6,4.0,Insightful.,"August 6, 2005","Richard Lorenc ""http://www.richardlorenc.com""","Atlanta, GA","Tom Friedman's writing style is easy to read and his overarching concepts-webs and walls; states v. markets v. individuals; and the comprehensive failure of the Arab street, leadership and Muslim clergy to combat the really tough and valid questions of the day-are extremely well thought-out. From reading this compilation of NYT columns, I understand where Friedman conceived many of his ideas for his current best-selling book, 'The World is Flat.' Although I sometimes disagree with his opinions, his ability to see the big picture is spot on"
"0975561812:a_two_thumbs_up_book!:angeline_simone_chin_""angeline""",50659,0975561812,"Just Gus: A Rescued Dog and the Woman He Loved: Books: Laurie Williams,Roslyn Banish",books,books,6 of 6,5.0,A two thumbs UP book!,"May 29, 2006","ANGELINE SIMONE CHIN ""Angeline""",MALAYSIA,"I bought this book just recently and was really touched (and cried) by the whole experience that Gus had went through. He has lost the one friend that gave him a second chance (Stephanie) and without her, he could've been out there on the street again. Overall, it's a good book to read and I always believe that man and animals can be best friends and learn from one another, this book is a genuine prove."
0786848693:have_to_read_this:the_book_haven,51269,0786848693,Artemis Fowl: The Criminal Mastermind Collection: Books: Eoin Colfer,books,books,6 of 7,5.0,Have to read this,"March 27, 2006",The Book Haven,,I read these books just for fun thinking I would finish in a few days and not think about it past that. Well I had another thing coming. I couldn't put the book down once I had started. I missed hours of sleep because of these books. If you want a book that can keep you enraptured for hours read the Artemis Fowl books you won't regret i
"0440413613:laugh_out_loud_funny!:anne_r._nicolaou_""ruffian""",52487,0440413613,Owls in the Family: Books: Farley Mowat,books,books,1 of 1,5.0,Laugh out loud funny!,"October 18, 2005","Anne R. Nicolaou ""ruffian""","Sacramento, CA","Great heartwarming stories about a boy, 2 owls and a dog.  I recommend this for all ages.  The cover markets this as a childrens's book, but adults who like animals will love this story too.  A bird lovers' delight"
"0307236722:if_there_were_more_stars_to_give_-_i_would!:msblue_""crazy_baker""",53566,0307236722,Martha Stewart's Baking Handbook: Books: Martha Stewart,books,books,1 of 2,5.0,If there were more stars to give - I WOULD!,"October 19, 2006","msblue ""Crazy Baker""","Queens, NY",This cookbook is the best in my collection - and I have a lot!! The instructions are clear and the pictures are great
"0670033375:collapse:_how_societies_choose_to_fail_or_succeed:a._langley_""soz""",53956,0670033375,Collapse: How Societies Choose to Fail or Succeed: Books: Jared Diamond,books,books,1 of 15,5.0,Collapse: How Societies Choose to Fail or Succeed,"August 3, 2006","A. Langley ""SOZ""","Chapel Hill, NC United States",Arrived on time and in terrific shape! Thanks
0446673331:an_at-home_workshop_to_find_your_authentic_self:donna,54503,0446673331,The Simple Abundance Companion: Books: Sarah Ban Breathnach,books,books,169 of 183,5.0,An At-Home Workshop to Find Your Authentic Self,"April 3, 2000",Donna,"Toms River, NJ","Ever since starting on the SIMPLE ABUNDANCE journey with Sarah Ban Breathnach's first book, I have longed for an opportunity to learn one-on-one from the Queen of simplicity and authenticity. We may not be able to meet Sarah face-to-face, but now anyone can enjoy a workshop  atmosphere in the comfort of her own home. Women caught up in the  day-to-day deluge of deadlines, appointments, and commitments can now curl  up with a pillow and excavate their authentic self. I highly recommend this  book to anyone who wants to savor their life instead of living in a blur"
"0312995288:great_read,_tragic_story:bonita",54784,0312995288,"Such Good Boys: The True Story of a Mother, Two Sons and a Horrifying Murder: Books: Tina Dirmann",books,books,14 of 15,5.0,"Great read, tragic story","January 2, 2006",Bonita,Seattle,"Tina Dirmann did a fantastic job writing about this difficult case, which encompasses motherhood, mental illness, child abuse, and matricide. Dirmann does not interject her own biases or agenda into her writing, rather she presents the many different angles of this story in a compassionate fashion. That, in and of itself is impressive, because many writers of true crime tend to lean one side or the other,get caught up in emotion, and appear unable to really present all sides of the story. Lessons can be learned from this book regarding mental illness and society's responsibility to help families who are in need of intervention. It is so sad that the extended families of these boys failed not only them, but also tragically failed their mother."
"0743277236:spy:t.j's_mom_""suze""",56749,0743277236,Spy (Hawke (Atria Hardcover)): Books: Ted Bell,books,books,2 of 2,4.0,Spy,"November 9, 2006","T.J's Mom ""Suze""","Red State, USA",Very topical. Easy read. Hope people in the know read this and give serious thought to the potential for something like this happening.  Gives good reason why border control should be taken more serious by everybody. Looking forward to reading other books by Mr. Bell
